OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
EU Challenger Series/2017 Season/Summer Qualifiers/Open Qualifier,2017-04-26,2017-05-01,Europe,Europe,Online,Europe Challenger Series,1,1
EU Challenger Series/2017 Season/Summer Season,2017-06-18,2017-07-16,Europe,Europe,Online,Europe Challenger Series,1,1
EU Community Showdown 2020,2020-05-16,2020-06-10,Europe,Europe,Community Tournament,Unknown,1,1
EU Face-Off 2020,2020-05-30,2020-05-31,Europe,,Online,Riot Games,1,1
EU LCS/2014 Season,2014-01-14,2014-08-17,Europe,Germany,Offline,,1,1
EU LCS/2014 Season/Spring Playoffs,2014-04-15,2014-04-17,Europe,,Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Promotion,2013-12-05,2014-01-11,Europe,,Online/Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Promotion/Qualifiers/Tenerife,2013-07-18,2013-07-20,Europe,Spain,Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Promotion/Qualifiers/Tenerife/Qualifier,2013-07-04,2013-07-11,Europe,,Online,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Promotion/Qualifiers/WellPlayed 1,2013-10-19,2013-11-02,Europe,,Online,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Promotion/Qualifiers/WellPlayed 2,2013-11-16,2013-11-30,Europe,,Online,Europe League Championship Series,1,1
EU LCS/2014 Season/Spring Season,2014-01-14,2014-04-03,Europe,,Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Summer Playoffs,2014-08-07,2014-08-17,Europe,,Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Summer Promotion,2014-04-24,2014-04-25,Europe,,Offline,Europe League Championship Series,1,1
EU LCS/2014 Season/Summer Season,2014-05-20,2014-07-31,Europe,,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Regional Finals,2015-08-29,2015-08-31,Europe,Germany,Offline,World Championship,1,1
EU LCS/2015 Season/Spring Expansion,2014-11-20,2014-12-21,Europe,Europe,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Spring Playoffs,2015-04-04,2015-04-19,Europe,Spain,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Spring Promotion,2014-09-09,2014-09-11,Europe,Europe,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Spring Season,2015-01-22,2015-03-27,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Summer Playoffs,2015-08-08,2015-08-23,Europe,Sweden,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Summer Promotion,2015-04-25,2015-04-25,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2015 Season/Summer Season,2015-05-28,2015-07-24,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Regional Finals,2016-09-03,2016-09-05,Europe,Germany,Offline,World Championship,1,1
EU LCS/2016 Season/Spring Playoffs,2016-04-02,2016-04-17,Europe,Netherlands,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Spring Promotion,2015-09-05,2015-09-05,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Spring Season,2016-01-14,2016-03-18,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Summer Playoffs,2016-08-13,2016-08-28,Europe,Poland,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Summer Promotion,2016-03-24,2016-03-27,Europe,Europe,Offline,Europe League Championship Series,1,1
EU LCS/2016 Season/Summer Season,2016-06-02,2016-07-31,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Regional Finals,2017-09-08,2017-09-10,Europe,Germany,Offline,World Championship,1,1
EU LCS/2017 Season/Spring Playoffs,2017-04-08,2017-04-23,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Spring Promotion,2016-08-04,2016-08-07,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Spring Season,2017-01-19,2017-04-02,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Summer Playoffs,2017-08-19,2017-09-03,Europe,France,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Summer Promotion,2017-04-06,2017-04-14,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2017 Season/Summer Season,2017-06-01,2017-08-13,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2018 Season/Regional Finals,2018-09-14,2018-09-16,Europe,Germany,Offline,World Championship,1,1
EU LCS/2018 Season/Spring Playoffs,2018-03-23,2018-04-08,Europe,Denmark,Offline,Europe League Championship Series,1,1
EU LCS/2018 Season/Spring Promotion,2017-08-17,2017-08-25,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2018 Season/Spring Season,2018-01-19,2018-03-17,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/2018 Season/Summer Playoffs,2018-08-24,2018-09-09,Europe,Spain,Offline,Europe League Championship Series,1,1
EU LCS/2018 Season/Summer Season,2018-06-15,2018-08-19,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/Season 3,2013-02-07,2013-08-25,Europe,Germany,Offline,,1,1
EU LCS/Season 3/Spring Playoffs,2013-04-26,2013-04-28,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Spring Qualifiers,2013-01-25,2013-01-27,Europe,Poland,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Spring Qualifiers/ESL Qualifier,2012-12-10,2012-12-12,Europe,,Online,Europe League Championship Series,1,1
EU LCS/Season 3/Spring Qualifiers/Ranked 5s Qualifier,2013-01-04,2013-01-05,Europe,,Online,Europe League Championship Series,1,1
EU LCS/Season 3/Spring Season,2013-02-09,2013-04-14,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Playoffs,2013-08-23,2013-08-25,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Promotion,2013-05-03,2013-05-06,Europe,Germany,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Promotion/Qualifiers/Go4LoL,2013-03-31,2013-04-11,Europe,,Online,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Promotion/Qualifiers/Lille,2013-03-23,2013-03-24,Europe,France,Offline,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Promotion/Qualifiers/Lille/Qualifier,2013-03-13,2013-03-14,Europe,,Online,Europe League Championship Series,1,1
EU LCS/Season 3/Summer Promotion/Qualifiers/Ranked 5s,2013-04-12,2013-04-14,Europe,Germany,Online,Europe League Championship Series,1,1
Dell Invitational Cup II,2013-04-27,2013-04-28,SEA,Vietnam,Online,Dell Invitational Cup,1,1
Dell Invitational Cup III,2013-07-06,2013-07-07,SEA,Vietnam,Online,Dell Invitational Cup,1,1
Dell Invitational Cup IV,2013-08-31,2013-09-01,SEA,Vietnam,Online,Dell Invitational Cup,1,1
Dell Invitational Cup V,2013-11-02,2013-11-03,SEA,Vietnam,Online,Dell Invitational Cup,1,1
Dell Invitational Cup VI,2013-12-28,2013-12-29,SEA,Vietnam,Online,Dell Invitational Cup,1,1
DEMACIA 2K13,,,LAS,,,unknown,,
Demacia Championship/2017 Season,2017-12-26,2018-01-07,China,China,Offline,Demacia Cup,1,1
Demacia Cup,,,China,China,Online/Offline,,,
Demacia Cup 2019,2019-12-21,2019-12-29,China,China,Offline,Demacia Cup,1,1
Demacia Cup 2020,2020-12-21,2020-12-27,China,China,Offline,Demacia Cup,1,1
Demacia Cup 2021,2021-12-17,2021-12-26,China,China,Offline,Demacia Cup,1,1
Demacia Cup 2022,2022-12-14,2022-12-27,China,China,Offline,Demacia Cup,1,1
Demacia Cup 2023,2023-12-25,2024-01-06,China,China,Online/Offline,Demacia Cup,1,1
Demacia Cup/2016 Season,2016-06-29,2016-11-13,China,China,Offline,Demacia Cup,1,1
Demacia Cup/2016 Season/Qualifiers,2016-05-18,2016-05-22,China,China,Offline,Demacia Cup,1,1
Demacia Cup/2017 Season,2017-05-23,2017-06-04,China,China,Offline,Demacia Cup,1,1
Demacia Cup/2018 Summer,2018-05-31,2018-06-03,China,China,Offline,Demacia Cup,1,1
Demacia Cup/2018 Winter,2018-12-20,2018-12-23,China,China,Offline,Demacia Cup,1,1
Demacia Cup/Season 1,2014-01-01,2014-01-03,China,China,Offline,Demacia Cup,1,1
Demacia Cup/Season 2,2014-06-09,2014-12-13,China,China,Online/Offline,Demacia Cup,1,1
Dengeki Bunko &amp; eSports MAX Cup 1,,2015-02-01,Japan,Japan,,,,1
Dengeki Bunko Collaboration Cup,2015-06-06,2015-06-07,Japan,Japan,,,1,1
Desafio Geek Lounge,,,Europe,,,,,
Desafio Promo Arena CCXP 2017,2017-12-07,2017-12-08,Brazil,Brazil,Offline,Desafio Promo Arena CCXP 2017,1,1
Desafio UniLoL/2017,2017-10-11,2017-10-11,Brazil,Brazil,Offline,UniLoL,1,1
Desafio UniLoL/2018,2018-12-01,2018-12-02,Brazil,Brazil,Offline,UniLoL,1,1
Desafio UniLoL/2019,2019-11-16,2019-11-17,Brazil,Brazil,Offline,UniLoL,1,1
Digital Crusade Season 3 Grand Finals,2020-12-19,2020-12-20,Europe,Romania,,Digital Crusade,1,1
Digital Crusade Season 4,2021-09-15,2021-10-26,Europe,Romania,,Digital Crusade,1,1
Digital Crusade/Season 2/Grand Finals,2020-07-18,2020-07-19,Europe,Romania,,Digital Crusade,1,1
Digital Universe 3,2016-09-24,2016-09-25,Europe,Greece,,,1,1
Digitality X 2016,2016-06-30,2016-07-10,Europe,Norway,,,1,1
Dino Cup Season 1,2024-07-06,2024-07-07,Vietnam,Vietnam,,Dino Cup,1,1
DIVINE VCSZ/2019 Season,2019-04-27,2019-05-27,Vietnam,Vietnam,,Divine TV,1,1
Divine Vendetta All-Stars Cup 2020,2020-02-07,2020-02-08,MENA,Tunisia,Online,Divine Vendetta All-Stars Cup,1,1
Division Cup 2/Division 1,2019-04-29,2019-04-30,Europe,France,Online,Division Cup,1,1
Division Cup 2/Division 2,2019-04-15,2019-04-16,Europe,France,,Division Cup,1,1
Division Cup 2/Division 3,2019-04-08,2019-04-09,Europe,France,Online,Division Cup,1,1
División de Honor/2019 Season/Closing Playoffs,2019-08-01,2019-08-25,Latin America,Mexico,Online/Offline,LVP División de Honor,1,1
División de Honor/2019 Season/Closing Promotion,2019-04-29,2019-05-01,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2019 Season/Closing Season,2019-06-05,2019-07-25,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2019 Season/Opening Playoffs,2019-03-21,2019-04-14,Latin America,Mexico,Online/Offline,LVP División de Honor,1,1
División de Honor/2019 Season/Opening Season,2019-01-24,2019-03-16,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2020 Season/Closing Playoffs,2020-08-06,2020-08-26,Latin America,Mexico,Online/Offline,LVP División de Honor,1,1
División de Honor/2020 Season/Closing Season,2020-06-10,2020-07-24,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2020 Season/Copa Off Season,2020-11-09,2020-12-05,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2020 Season/Opening Playoffs,2020-04-01,2020-04-17,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2020 Season/Opening Promotion,2019-08-31,2019-09-08,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2020 Season/Opening Season,2020-01-29,2020-03-21,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2021 Season/Closing Playoffs,2021-07-14,2021-07-30,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2021 Season/Closing Season,2021-05-25,2021-07-08,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2021 Season/Opening Playoffs,2021-03-17,2021-04-04,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2021 Season/Opening Promotion,2020-09-07,2020-09-17,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2021 Season/Opening Season,2021-01-20,2021-03-11,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2022 Season/All Stars,2022-10-12,2022-10-12,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2022 Season/Closing Playoffs,2022-07-13,2022-08-06,Latin America,Mexico,Online/Offline,LVP División de Honor,1,1
División de Honor/2022 Season/Closing Season,2022-05-18,2022-07-07,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2022 Season/Opening Playoffs,2022-03-16,2022-04-06,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2022 Season/Opening Season,2022-01-19,2022-03-11,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2023 Season/Opening Playoffs,2023-03-02,2023-03-30,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2023 Season/Opening Promotion,2022-07-20,2022-07-20,Latin America,Mexico,Online,LVP División de Honor,1,1
División de Honor/2023 Season/Opening Season,2023-01-12,2023-02-25,Latin America,Mexico,Online,LVP División de Honor,1,1
DivisionCup Exalty 1/Division 3,2019-01-22,2019-02-13,Europe,France,,Division Cup,1,1
DivisionCup Exalty 1/Division 4,2019-02-03,2019-02-04,Europe,France,Online,Division Cup,1,1
DivisionCup Exalty 1/Division 5,2019-01-29,2019-01-30,Europe,France,Online,Division Cup,1,1
DIX Game,2020-06-27,2020-06-28,Europe,France,Online,DIX Game,1,1
DLCompare Pro Cup 1,2012-04-12,2012-04-13,Europe,,Online,DLCompare Pro Cup,1,1
DNG CHAMPIONSHIP,2018-08-25,2018-08-25,Japan,Japan,Online,,1,1
DoigCup,,2015-09-26,Europe,,,DoigCup,,1
DoigCup 2,2015-11-21,2015-11-22,Europe,France,Online,DoigCup,1,1
Doomfire Valkyria Red,2022-03-19,2022-04-30,Europe,Europe,,Red DoomFire Valkyria,1,1
Doomfire Valkyria Showmatch,2022-01-22,2022-01-22,Europe,Europe,,Red DoomFire Valkyria,1,1
DoomFire Valkyria/Season 1,2019-11-25,2019-12-06,Latin America,South America,,DoomFire Valkyria,1,1
DoomFire Valkyria/Season 1 Playoffs,2019-12-09,2019-12-14,Latin America,South America,,DoomFire Valkyria,1,1
Dr Pepper Winter Cup 2023,2023-11-22,2023-12-15,EMEA,Poland,Online,arrMY,1,1
Dr Pepper Winter Cup 2023/Parszywa Piątka Veggiego Showmatch,2023-12-16,2023-12-16,EMEA,Poland,Offline,arrMY,1,1
Dreamcup 2018,2018-07-12,2018-07-14,Europe,Spain,Offline,Dreamcup 2018,1,1
Dreamcup 2019/Portugal Season 1,2019-03-18,2019-04-14,Europe,Portugal,Online,Dreamcup 2019,1,1
Dreamcup 2019/Portugal Season 2,2019-05-08,2019-06-23,Europe,Portugal,Online,Dreamcup 2019,1,1
Dreamcup 2019/Portugal Season 3,2019-09-11,2019-10-13,Europe,Portugal,Online,Dreamcup 2019,1,1
Dreamcup 2019/Portugal Season 4,2019-11-09,2019-12-01,Europe,Portugal,Online,Dreamcup 2019,1,1
Dreamcup 2019/Spain Season 1,2019-03-22,2019-04-20,Europe,Spain,Online,Dreamcup 2019,1,1
Dreamcup 2019/Spain Season 2,2019-05-04,2019-06-15,Europe,Spain,Online,Dreamcup 2019,1,1
Dreamcup 2019/Spain Season 3,2019-09-22,2019-10-19,Europe,Spain,Online,Dreamcup 2019,1,1
Dreamcup 2019/Spain Season 4,2019-10-17,2019-11-23,Europe,Spain,Online,Dreamcup 2019,1,1
DreamHack Atlanta 2019,2019-11-16,2019-11-16,North America,United States,Offline,DreamHack,1,1
DreamHack Bucharest 2012,2012-10-20,2012-10-21,Europe,Romania,Offline,DreamHack,1,1
DreamHack Bucharest 2013,2013-09-14,2013-09-15,Europe,Romania,Offline,DreamHack,1,1
DreamHack Bucharest 2013/Qualifiers,2013-08-22,2013-08-30,Europe,,Online,DreamHack,1,1
DreamHack Bucharest 2014,2014-10-31,2014-11-02,Europe,Romania,Offline,DreamHack,1,1
DreamHack Bucharest 2015,2015-04-24,2015-04-26,Europe,Romania,,DreamHack,1,1
DreamHack Cluj Napoca 2015,2015-10-31,2015-11-01,Europe,Romania,Offline,DreamHack,1,1
DreamHack Dallas 2019,2019-06-01,2019-06-01,North America,United States,Offline,DreamHack,1,1
DreamHack Leipzig 2018,2018-01-26,2018-01-18,Europe,Germany,Offline,DreamHack,1,1
DreamHack Lenovo Cup 2017,2017-06-18,2017-06-19,Europe,Sweden,,DreamHack,1,1
Dreamhack Montreal 2017,2017-09-09,2017-09-10,North America,Canada,Offline,DreamHack,1,1
Dreamhack Montreal 2018,2018-09-08,2018-09-09,North America,Canada,Offline,DreamHack,1,1
DreamHack Montreal 2019,2019-09-07,2019-09-07,North America,Canada,Offline,DreamHack,1,1
DreamHack Rio 2019 Showmatch,2019-04-19,2019-04-19,Brazil,Brazil,,DreamHack,1,1
DreamHack Rotterdam 2019,2019-10-18,2019-10-20,Europe,Netherlands,Offline,DreamHack,1,1
DreamHack Sevilla 2019,2019-12-14,2019-12-15,Europe,Spain,Offline,Dreamcup 2019,1,1
DreamHack Sevilla 2019/Offline Qualifier,2019-12-13,2019-12-13,Europe,Spain,Offline,Dreamcup 2019,1,1
DreamHack Summer 2012,2012-06-16,2012-06-19,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Summer 2012/Qualifiers,2012-05-22,2012-06-16,Europe,,Online,DreamHack,1,1
DreamHack Summer 2013,2013-06-15,2013-06-17,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Summer 2013/Qualifiers,2013-05-29,2013-06-15,Europe,Sweden,,DreamHack,1,1
DreamHack Summer 2014,2014-06-14,2014-06-16,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Summer 2015,2015-05-30,2015-06-14,Europe,Sweden,Online/Offline,DreamHack,1,1
DreamHack Summer 2017,2017-06-18,2017-06-19,Europe,Sweden,,DreamHack,1,1
DreamHack Summer 2018,2018-06-16,2018-06-18,Europe,Sweden,Online,DreamHack,1,1
DreamHack Summer 2018 Female,2018-06-17,2018-06-17,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Summer 2019,2019-06-16,2019-06-16,Europe,Sweden,Online,DreamHack,1,1
DreamHack Tours 2015,2015-05-08,2015-05-10,Europe,France,Offline,DreamHack,1,1
DreamHack Tours 2016,2016-05-14,2016-05-16,Europe,France,Offline,DreamHack,1,1
DreamHack Tours 2017,2017-05-06,2017-05-08,Europe,France,Offline,DreamHack,1,1
DreamHack Tours 2018,2018-05-19,2018-05-21,Europe,France,Offline,DreamHack,1,1
DreamHack Tours 2018/Qualifier,2018-05-05,2018-05-06,Europe,France,Online,DreamHack,1,1
DreamHack Tours 2019,2019-05-17,2019-05-19,Europe,France,Offline,DreamHack,1,1
DreamHack Valencia 2012,2012-09-21,2012-09-23,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2012/Qualifiers,2012-09-01,2012-09-21,Europe,Spain,Online,DreamHack,1,1
DreamHack Valencia 2013,2013-07-18,2013-07-21,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2013/Qualifiers,2013-07-01,2013-07-02,Europe,Spain,Online,DreamHack,1,1
DreamHack Valencia 2014,2014-07-18,2014-07-19,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2015,2015-07-17,2015-07-18,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2015/Qualifiers,,,Europe,,,DreamHack,,
DreamHack Valencia 2016,2016-07-14,2016-07-16,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2017,2017-07-13,2017-07-16,Europe,Spain,Offline,DreamHack,1,1
DreamHack Valencia 2019,2019-07-05,2019-07-07,Europe,Spain,Offline,Dreamcup 2019,1,1
DreamHack Valencia 2019/Offline Qualifier,2019-07-05,2019-07-05,Europe,Spain,Offline,Dreamcup 2019,1,1
DreamHack Valencia 2020,2020-10-17,2020-10-18,Europe,Spain,Online,DreamHack,1,1
DreamHack Valencia 2022,2022-12-10,2022-12-10,EMEA,Spain,,,1,1
DreamHack Winter 2012,2012-11-22,2012-11-23,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2012/Qualifiers,2012-11-22,2012-11-23,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2013,2013-11-28,2013-11-30,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2013/Qualifiers,2013-11-13,2013-11-13,Europe,Sweden,Online,DreamHack,1,1
DreamHack Winter 2014,2014-11-27,2014-11-29,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2015,2015-11-26,2015-11-28,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2017,,2017-12-03,Europe,Sweden,,DreamHack,,1
DreamHack Winter 2018 Female,2018-11-30,2018-11-30,Europe,Sweden,Offline,DreamHack,1,1
DreamHack Winter 2019,2019-11-29,2019-11-30,Europe,,Offline,DreamHack,1,1
DreamHack Winter 2021,2021-11-26,2021-11-27,Europe,Sweden,Offline,DreamHack,1,1
Drututt Ultimate Showdown,2023-09-22,2023-09-24,EMEA,Europe,Online,Drututt Ultimate Showdown,1,1
Drututt Ultimate Showdown 2,2023-12-07,2023-12-13,EMEA,Europe,Online,Drututt Ultimate Showdown,1,1
Dubai Games Week 2017,2017-08-01,2017-08-01,MENA,,,Dubai Games Week,1,1
Duelo Andino 2021,2021-12-03,2021-12-03,Latin America,,Online,Duelo Andino,1,1
Duelo Andino 2022,2022-12-02,2022-12-02,Latin America,,Online,Duelo Andino,1,1
Duelo de Reyes 2023,2023-10-15,2023-10-15,Latin America,Argentina,Offline,Duelo de Reyes,1,1
Duelo de Reyes 2024,,,Latin America,Argentina,Offline,Duelo de Reyes,,
Duelo por la Fortuna,2022-01-14,2022-01-14,Latin America,,,,1,1
Dutch College League/Premier League/Season 3,2017-11-22,2018-03-07,Europe,Netherlands,Offline,Dutch College League,1,1
Dutch College League/Premier League/Season 3 Playoffs,2018-03-21,2018-06-24,Europe,Netherlands,Offline,Dutch College League,1,1
Dutch College League/Premier League/Season 4,2018-11-14,2019-02-06,Europe,Netherlands,Offline,Dutch College League,1,1
Dutch College League/Premier League/Season 4 Playoffs,2019-02-20,2019-05-19,Europe,Netherlands,Offline,Dutch College League,1,1
Dutch College League/Premier League/Season 5,2019-11-20,2020-01-22,Europe,Netherlands,Offline,Dutch College League,1,1
Dutch College League/Premier League/Season 5 Playoffs,2020-04-15,2020-05-31,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Premier League/Season 6,2020-11-18,2021-04-07,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Premier League/Season 6 Playoffs,2021-04-14,2021-06-02,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Premier League/Season 7,2021-11-17,2022-02-16,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Premier League/Season 7 Playoffs,2022-02-23,2022-03-06,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Premier League/Season 9,2023-01-11,2023-02-08,EMEA,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 4,2019-01-14,2019-03-25,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 5/Split 1,2020-01-01,2020-06-01,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 5/Split 2,2020-06-30,2020-09-20,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 6,2020-11-16,2021-03-15,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 6 Playoffs,2021-03-29,2021-05-03,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Talent League/Season 7,2022-01-31,2022-03-10,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Upcoming League/Season 4,2019-03-11,2019-05-17,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Upcoming League/Season 4 Playoffs,2019-05-17,2019-06-17,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Upcoming League/Season 5/Split 1,,,Europe,Netherlands,Online,Dutch College League,,
Dutch College League/Upcoming League/Season 5/Split 2,,,Europe,Netherlands,Online,Dutch College League,,
Dutch College League/Upcoming League/Season 6,2020-11-16,2021-03-15,Europe,Netherlands,Online,Dutch College League,1,1
Dutch College League/Upcoming League/Season 6 Playoffs,2021-03-29,2021-05-03,Europe,Netherlands,Online,Dutch College League,1,1
Dutch League/2020 Season/Country Finals,2020-10-10,2020-10-25,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2020 Season/Spring Playoffs,2020-03-17,2020-03-31,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2020 Season/Spring Split,2020-01-21,2020-03-10,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2020 Season/Summer Playoffs,2020-07-28,2020-08-11,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2020 Season/Summer Split,2020-06-02,2020-07-21,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2021 Season/Country Finals,2021-10-16,2021-10-17,Europe,Netherlands,Offline,Dutch League,1,1
Dutch League/2021 Season/Spring Playoffs,2021-03-09,2021-03-23,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2021 Season/Spring Split,2021-01-12,2021-03-02,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2021 Season/Summer Playoffs,2021-07-27,2021-08-10,Europe,Netherlands,Online,Dutch League,1,1
Dutch League/2021 Season/Summer Split,2021-06-01,2021-07-20,Europe,Netherlands,Online,Dutch League,1,1
Dutch Student League/House of HR Cup 2021 Playoffs,2021-11-07,2021-11-07,Europe,Netherlands,Online,Dutch Student League,1,1
Dutch Student League/Season 1,2022-02-13,2022-05-04,Europe,Netherlands,Online,Dutch Student League,1,1
Dutch Student League/Season 1 UEM LCQ Qualifier,2022-04-24,2022-04-24,Europe,Netherlands,Online,Dutch Student League,1,1
Dutch Student League/Season 2,2023-02-13,2023-06-03,EMEA,Netherlands,Online,Dutch Student League,1,1
Dutch Student League/Season 3,2024-02-19,2024-09-07,EMEA,Netherlands,Online/Offline,Dutch Student League,1,1
Dutch Tour/2022 Season/Spring Playoffs,2022-03-27,2022-04-16,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Spring Qualifiers/Qualifier 1,2022-01-15,2022-01-16,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Spring Qualifiers/Qualifier 2,2022-01-22,2022-01-23,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Spring Qualifiers/Qualifier 3,2022-01-29,2022-01-30,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Spring Split,2022-02-13,2022-03-20,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Summer Playoffs,2022-08-12,2022-08-14,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Summer Qualifiers/Qualifier 1,2022-06-04,2022-06-05,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Summer Qualifiers/Qualifier 2,2022-06-11,2022-06-12,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Summer Qualifiers/Qualifier 3,2022-06-18,2022-06-19,Europe,Netherlands,Online,Dutch Tour,1,1
Dutch Tour/2022 Season/Summer Split,2022-07-03,2022-08-07,Europe,Netherlands,Online,Dutch Tour,1,1
Đại Chiến Giả Lập,2019-07-08,2019-07-08,Vietnam,Vietnam,,Garena,1,1
E-Arena Plovdiv,2017-06-17,2017-06-18,Europe,Bulgaria,,e-Arena Plovdiv,1,1
